channel_1
0.162613913
-0.462604612
1.18657625
1.82413626
-0.14825277
-0.251458973
0.218310639
0.587281525
0.939010739
0.576080143
-0.235332429
0.768407941
1.02886915
-0.620507777
-1.05198169
0.992474616
0.137127906
-0.510200381
-0.562656879
0.876891375
-0.444499075
-0.685114026
0.223268822
1.22136879
0.790943205
0.0950807557
1.12668216
1.80665863
0.891588032
2.43560362
0.386303186
-1.16594875
-0.0737700239
-1.91883838
-0.794747293
-0.0164879188
-0.7928738
-0.415144295
-0.0294453371
-0.853115022
0.145750105
-0.203225836
-0.73215127
0.0923332199
0.0501126535
0.912835181
1.7955693
-0.461229354
-0.255222946
1.14153087
-1.00014639
-0.817569673
-0.386848211
-0.64062202
-0.715111732
-1.35084915
-1.50693154
-0.72001344
-0.724439323
-0.449309886
-0.436379671
-0.676184416
-0.701654315
-1.24091339
-0.866281331
-0.0813974217
-0.233025134
-0.0700987577
0.183451548
-0.295466363
0.564590752
-1.27655756
-0.119141079
0.311308265
-0.746421099
0.71748364
-0.228471264
-0.874314785
-0.973593235
0.219394356
-0.950594544
0.500387609
-0.173996478
-0.915333331
-1.31433702
-0.705223918
-0.366703302
-0.171461225
1.34204614
-0.289354861
-0.557985663
1.26725638
0.193575948
0.162152752
0.944593251
-0.811742246
-0.729061604
-1.46109509
-1.20458412
-1.05075979
-1.18261898
-0.561306059
0.352770805
-0.955771983
-0.944585085
0.188430399
-0.0984628722
1.2157222
1.32403994
1.47652781
0.0975670069
-0.420389503
0.435303062
0.185925126
0.796212018
0.210912257
0.394365311
-0.601678848
-0.572992146
-0.645775139
0.649603188
0.123578943
-0.515194297
-0.492179722
-0.665095687
-0.177212328
0.260661244
-0.004304545
0.927513182
1.24869645
-0.323368251
-0.144710541
0.403080016
-0.920630693
-0.69553858
-0.471737564
-0.26917538
0.430536509
0.452372521
0.773646593
-0.000178385773
0.71818465
0.626145959
-1.27694917
0.249732524
-0.468849242
1.18299186
1.29317951
-0.378865957
0.0559499152
-0.0865217671
0.143979445
-0.457332641
-0.327635646
-0.33670491
0.198087946
-0.0695843846
0.567965746
0.307560325
0.0880168527
0.367179155
1.04615664
1.03057373
0.162407845
0.792032957
0.590667665
-0.0720457062
-0.468639523
-0.54424125
0.349658787
0.104235955
0.491105288
-0.668951511
-0.693421602
0.43245402
0.951482296
1.32607198
0.27158615
0.807518661
-1.14242303
0.90856272
-0.107698388
-0.410350472
-0.395018697
-0.280220211
-1.09805667
-0.447850615
-0.587138295
0.355120331
-0.533883512
-0.400834441
-0.707823336
0.346091717
0.647376955
0.392794222
1.897367
-0.303557873
0.0426348746
-0.657775342
-0.368743449
0.448908895
-0.203568459
-0.115909964
-0.633994877
0.942746282
-0.594909191
0.0465306789
0.587180138
1.79101038
0.562485099
0.951706946
0.7672984
-0.0909934938
0.512640715
0.470469564
0.888137758
0.394847691
2.48034859
0.830942631
-1.26324952
-0.218103513
0.189621374
0.168788657
0.0420496464
-0.165870115
-0.243519127
-0.320101202
-0.245524079
-0.27052775
-0.472675055
-0.408171624
-0.160584077
0.759863794
-0.030122567
1.1761682
0.46437636
0.230380103
1.42906082
-0.419668823
1.78385127
-0.466173679
-1.4124254
0.0631970242
-1.1983707
-0.537606239
-0.831307292
-0.83458674
-1.01230061
0.247062355
0.0787689015
0.910767794
-0.0558929741
0.235927135
1.21193373
1.03015053
0.683582544
1.235551
0.283699572
1.45704079
0.861857474
0.484103978
2.53761458
-0.155054227
-0.351034701
-0.0318717919
1.7582562
-0.474337101
-1.2766335
-0.23868759
-0.40862304
0.397579402
-0.213237703
-1.275249
-0.897788167
-0.474960446
-0.509225309
-0.825618267
-1.70284522
-0.11633946
-0.853864312
-0.746909201
0.173617244
0.452759057
0.0669764653
0.481532723
0.594749689
0.120984919
0.234747037
-0.0770569965
0.425336719
-0.084590748
0.605377257
-0.035742037
1.74861932
0.072333619
-0.472351134
0.535954058
-0.498422265
-0.106577523
-0.11386966
-0.798935294
-0.864103615
-0.412527472
-0.449137986
-0.898010135
-0.155121759
-0.671124697
-0.748469174
-0.692705691
-0.115818597
-0.17658855
0.317182422
0.280400068
0.0779488757
0.195778027
0.434583247
0.952931941
-0.955810964
0.788420439
-0.246016532
-0.0674352348
-0.143869191
-0.321818143
-0.591880739
1.01051307
-0.341056973
-1.03781414
0.353832215
-0.111986347
0.122817412
0.490198106
0.403236449
-0.604038239
