channel_1,channel_2,channel_3,channel_4
0.61623657,0.61623657,0.61623657,0.61623657
0.50945073,0.50945073,0.50945073,0.50945073
0.37235537,0.37235537,0.37235537,0.37235537
0.2680487,0.2680487,0.2680487,0.2680487
0.002701135,0.002701135,0.002701135,0.002701135
-0.42411566,-0.42411566,-0.42411566,-0.42411566
-0.5847523,-0.5847523,-0.5847523,-0.5847523
-0.7594916,-0.7594916,-0.7594916,-0.7594916
-0.9496049,-0.9496049,-0.9496049,-0.9496049
-0.93809325,-0.93809325,-0.93809325,-0.93809325
-0.7323963,-0.7323963,-0.7323963,-0.7323963
-0.48812643,-0.48812643,-0.48812643,-0.48812643
-0.2745098,-0.2745098,-0.2745098,-0.2745098
-0.20966686,-0.20966686,-0.20966686,-0.20966686
-0.29107565,-0.29107565,-0.29107565,-0.29107565
-0.24154048,-0.24154048,-0.24154048,-0.24154048
0.054130074,0.054130074,0.054130074,0.054130074
0.27074516,0.27074516,0.27074516,0.27074516
0.32979387,0.32979387,0.32979387,0.32979387
0.31280732,0.31280732,0.31280732,0.31280732
0.30536032,0.30536032,0.30536032,0.30536032
0.23076963,0.23076963,0.23076963,0.23076963
0.18597814,0.18597814,0.18597814,0.18597814
0.1791861,0.1791861,0.1791861,0.1791861
0.044962335,0.044962335,0.044962335,0.044962335
-0.17834644,-0.17834644,-0.17834644,-0.17834644
-0.41840717,-0.41840717,-0.41840717,-0.41840717
-0.6360829,-0.6360829,-0.6360829,-0.6360829
-0.7348027,-0.7348027,-0.7348027,-0.7348027
-0.7360967,-0.7360967,-0.7360967,-0.7360967
-0.76971287,-0.76971287,-0.76971287,-0.76971287
-0.77156115,-0.77156115,-0.77156115,-0.77156115
-0.6922729,-0.6922729,-0.6922729,-0.6922729
-0.65615094,-0.65615094,-0.65615094,-0.65615094
-0.7726283,-0.7726283,-0.7726283,-0.7726283
-0.8021764,-0.8021764,-0.8021764,-0.8021764
-0.6867165,-0.6867165,-0.6867165,-0.6867165
-0.4578976,-0.4578976,-0.4578976,-0.4578976
-0.29417336,-0.29417336,-0.29417336,-0.29417336
-0.3328612,-0.3328612,-0.3328612,-0.3328612
-0.32277447,-0.32277447,-0.32277447,-0.32277447
-0.014549167,-0.014549167,-0.014549167,-0.014549167
0.21745734,0.21745734,0.21745734,0.21745734
0.25834924,0.25834924,0.25834924,0.25834924
0.27269942,0.27269942,0.27269942,0.27269942
0.38443196,0.38443196,0.38443196,0.38443196
0.35479885,0.35479885,0.35479885,0.35479885
0.16757198,0.16757198,0.16757198,0.16757198
0.07730136,0.07730136,0.07730136,0.07730136
0.068513565,0.068513565,0.068513565,0.068513565
0.041228075,0.041228075,0.041228075,0.041228075
0.036358476,0.036358476,0.036358476,0.036358476
-0.02290383,-0.02290383,-0.02290383,-0.02290383
-0.114604555,-0.114604555,-0.114604555,-0.114604555
-0.06294673,-0.06294673,-0.06294673,-0.06294673
0.021225244,0.021225244,0.021225244,0.021225244
-0.11145098,-0.11145098,-0.11145098,-0.11145098
-0.19800436,-0.19800436,-0.19800436,-0.19800436
0.009452664,0.009452664,0.009452664,0.009452664
0.034267984,0.034267984,0.034267984,0.034267984
-0.017109208,-0.017109208,-0.017109208,-0.017109208
0.09726398,0.09726398,0.09726398,0.09726398
0.29511395,0.29511395,0.29511395,0.29511395
0.36973292,0.36973292,0.36973292,0.36973292
0.447104,0.447104,0.447104,0.447104
0.6508346,0.6508346,0.6508346,0.6508346
0.73454875,0.73454875,0.73454875,0.73454875
0.60710984,0.60710984,0.60710984,0.60710984
0.42529127,0.42529127,0.42529127,0.42529127
0.17139481,0.17139481,0.17139481,0.17139481
-0.21790604,-0.21790604,-0.21790604,-0.21790604
-0.5134938,-0.5134938,-0.5134938,-0.5134938
-0.6807788,-0.6807788,-0.6807788,-0.6807788
-0.8830988,-0.8830988,-0.8830988,-0.8830988
-0.96755207,-0.96755207,-0.96755207,-0.96755207
-0.7537972,-0.7537972,-0.7537972,-0.7537972
-0.4059555,-0.4059555,-0.4059555,-0.4059555
-0.19022092,-0.19022092,-0.19022092,-0.19022092
-0.14178479,-0.14178479,-0.14178479,-0.14178479
-0.0015461895,-0.0015461895,-0.0015461895,-0.0015461895
0.15491284,0.15491284,0.15491284,0.15491284
0.35512,0.35512,0.35512,0.35512
0.4418523,0.4418523,0.4418523,0.4418523
0.39193413,0.39193413,0.39193413,0.39193413
0.3499123,0.3499123,0.3499123,0.3499123
0.31018853,0.31018853,0.31018853,0.31018853
0.29614323,0.29614323,0.29614323,0.29614323
0.2518159,0.2518159,0.2518159,0.2518159
0.10728872,0.10728872,0.10728872,0.10728872
-0.15989779,-0.15989779,-0.15989779,-0.15989779
-0.16914527,-0.16914527,-0.16914527,-0.16914527
-0.048927493,-0.048927493,-0.048927493,-0.048927493
-0.11566168,-0.11566168,-0.11566168,-0.11566168
-0.05479704,-0.05479704,-0.05479704,-0.05479704
0.18782423,0.18782423,0.18782423,0.18782423
0.26340982,0.26340982,0.26340982,0.26340982
0.041694015,0.041694015,0.041694015,0.041694015
-0.08606633,-0.08606633,-0.08606633,-0.08606633
0.08948161,0.08948161,0.08948161,0.08948161
0.11296755,0.11296755,0.11296755,0.11296755
-0.0026284698,-0.0026284698,-0.0026284698,-0.0026284698
0.080508165,0.080508165,0.080508165,0.080508165
0.25548336,0.25548336,0.25548336,0.25548336
0.31436098,0.31436098,0.31436098,0.31436098
0.3321091,0.3321091,0.3321091,0.3321091
0.3008235,0.3008235,0.3008235,0.3008235
0.09652462,0.09652462,0.09652462,0.09652462
-0.13697457,-0.13697457,-0.13697457,-0.13697457
-0.09221786,-0.09221786,-0.09221786,-0.09221786
-0.017028414,-0.017028414,-0.017028414,-0.017028414
-0.0025670624,-0.0025670624,-0.0025670624,-0.0025670624
0.050786816,0.050786816,0.050786816,0.050786816
0.038451526,0.038451526,0.038451526,0.038451526
-0.17024443,-0.17024443,-0.17024443,-0.17024443
-0.16440234,-0.16440234,-0.16440234,-0.16440234
0.04154372,0.04154372,0.04154372,0.04154372
0.11540733,0.11540733,0.11540733,0.11540733
0.03146231,0.03146231,0.03146231,0.03146231
-0.05221625,-0.05221625,-0.05221625,-0.05221625
-0.06311335,-0.06311335,-0.06311335,-0.06311335
-0.056115206,-0.056115206,-0.056115206,-0.056115206
0.014572464,0.014572464,0.014572464,0.014572464
0.13005415,0.13005415,0.13005415,0.13005415
0.11871192,0.11871192,0.11871192,0.11871192
-0.07860092,-0.07860092,-0.07860092,-0.07860092
-0.30830148,-0.30830148,-0.30830148,-0.30830148
-0.26646185,-0.26646185,-0.26646185,-0.26646185
-0.026083918,-0.026083918,-0.026083918,-0.026083918
0.08295621,0.08295621,0.08295621,0.08295621
0.110442646,0.110442646,0.110442646,0.110442646
0.28617865,0.28617865,0.28617865,0.28617865
0.478157,0.478157,0.478157,0.478157
0.40631178,0.40631178,0.40631178,0.40631178
0.21172802,0.21172802,0.21172802,0.21172802
0.1350299,0.1350299,0.1350299,0.1350299
0.15410273,0.15410273,0.15410273,0.15410273
0.16588168,0.16588168,0.16588168,0.16588168
0.22254455,0.22254455,0.22254455,0.22254455
0.22088386,0.22088386,0.22088386,0.22088386
0.099941015,0.099941015,0.099941015,0.099941015
-0.03334991,-0.03334991,-0.03334991,-0.03334991
-0.085427314,-0.085427314,-0.085427314,-0.085427314
-0.03394596,-0.03394596,-0.03394596,-0.03394596
-0.15830067,-0.15830067,-0.15830067,-0.15830067
-0.35940045,-0.35940045,-0.35940045,-0.35940045
-0.33391815,-0.33391815,-0.33391815,-0.33391815
-0.11360066,-0.11360066,-0.11360066,-0.11360066
-0.07588673,-0.07588673,-0.07588673,-0.07588673
-0.15709338,-0.15709338,-0.15709338,-0.15709338
-0.02910986,-0.02910986,-0.02910986,-0.02910986
0.16203438,0.16203438,0.16203438,0.16203438
0.2746407,0.2746407,0.2746407,0.2746407
0.35521013,0.35521013,0.35521013,0.35521013
0.35269558,0.35269558,0.35269558,0.35269558
0.22162086,0.22162086,0.22162086,0.22162086
-0.02093397,-0.02093397,-0.02093397,-0.02093397
-0.3827334,-0.3827334,-0.3827334,-0.3827334
-0.66363996,-0.66363996,-0.66363996,-0.66363996
-0.71729696,-0.71729696,-0.71729696,-0.71729696
-0.57769287,-0.57769287,-0.57769287,-0.57769287
-0.43233472,-0.43233472,-0.43233472,-0.43233472
-0.4304712,-0.4304712,-0.4304712,-0.4304712
-0.37477526,-0.37477526,-0.37477526,-0.37477526
-0.12181343,-0.12181343,-0.12181343,-0.12181343
0.02174278,0.02174278,0.02174278,0.02174278
-0.016300222,-0.016300222,-0.016300222,-0.016300222
0.056059603,0.056059603,0.056059603,0.056059603
0.28818816,0.28818816,0.28818816,0.28818816
0.36422247,0.36422247,0.36422247,0.36422247
0.16274415,0.16274415,0.16274415,0.16274415
0.01801025,0.01801025,0.01801025,0.01801025
0.08509212,0.08509212,0.08509212,0.08509212
0.11359883,0.11359883,0.11359883,0.11359883
-0.008563197,-0.008563197,-0.008563197,-0.008563197
-0.04264968,-0.04264968,-0.04264968,-0.04264968
0.09542185,0.09542185,0.09542185,0.09542185
0.13308895,0.13308895,0.13308895,0.13308895
0.09810152,0.09810152,0.09810152,0.09810152
0.16036156,0.16036156,0.16036156,0.16036156
0.3264335,0.3264335,0.3264335,0.3264335
0.5124517,0.5124517,0.5124517,0.5124517
0.7128223,0.7128223,0.7128223,0.7128223
0.74542975,0.74542975,0.74542975,0.74542975
0.6894102,0.6894102,0.6894102,0.6894102
0.66646427,0.66646427,0.66646427,0.66646427
0.6032923,0.6032923,0.6032923,0.6032923
0.4796802,0.4796802,0.4796802,0.4796802
0.5060099,0.5060099,0.5060099,0.5060099
0.5538301,0.5538301,0.5538301,0.5538301
0.45607135,0.45607135,0.45607135,0.45607135
0.3802533,0.3802533,0.3802533,0.3802533
0.433271,0.433271,0.433271,0.433271
0.2693376,0.2693376,0.2693376,0.2693376
-0.06704783,-0.06704783,-0.06704783,-0.06704783
-0.15908483,-0.15908483,-0.15908483,-0.15908483
-0.03284555,-0.03284555,-0.03284555,-0.03284555
-0.18034512,-0.18034512,-0.18034512,-0.18034512
-0.21214181,-0.21214181,-0.21214181,-0.21214181
0.0130282985,0.0130282985,0.0130282985,0.0130282985
0.033197425,0.033197425,0.033197425,0.033197425
-0.17629138,-0.17629138,-0.17629138,-0.17629138
-0.21101038,-0.21101038,-0.21101038,-0.21101038
-0.13661566,-0.13661566,-0.13661566,-0.13661566
-0.04198992,-0.04198992,-0.04198992,-0.04198992
0.06666987,0.06666987,0.06666987,0.06666987
0.27790958,0.27790958,0.27790958,0.27790958
0.4963246,0.4963246,0.4963246,0.4963246
0.76803046,0.76803046,0.76803046,0.76803046
0.93562895,0.93562895,0.93562895,0.93562895
0.88414216,0.88414216,0.88414216,0.88414216
0.76436716,0.76436716,0.76436716,0.76436716
0.7652346,0.7652346,0.7652346,0.7652346
0.64234656,0.64234656,0.64234656,0.64234656
0.28081092,0.28081092,0.28081092,0.28081092
0.01603329,0.01603329,0.01603329,0.01603329
-0.07143825,-0.07143825,-0.07143825,-0.07143825
-0.16286756,-0.16286756,-0.16286756,-0.16286756
-0.3675376,-0.3675376,-0.3675376,-0.3675376
-0.6100758,-0.6100758,-0.6100758,-0.6100758
-0.7341821,-0.7341821,-0.7341821,-0.7341821
-0.7073742,-0.7073742,-0.7073742,-0.7073742
-0.59037465,-0.59037465,-0.59037465,-0.59037465
-0.4321222,-0.4321222,-0.4321222,-0.4321222
-0.07756359,-0.07756359,-0.07756359,-0.07756359
0.23624972,0.23624972,0.23624972,0.23624972
0.34428218,0.34428218,0.34428218,0.34428218
0.3798704,0.3798704,0.3798704,0.3798704
0.48279238,0.48279238,0.48279238,0.48279238
0.63361114,0.63361114,0.63361114,0.63361114
0.70318556,0.70318556,0.70318556,0.70318556
0.75310636,0.75310636,0.75310636,0.75310636
0.7584471,0.7584471,0.7584471,0.7584471
0.75847954,0.75847954,0.75847954,0.75847954
0.8062564,0.8062564,0.8062564,0.8062564
0.8333634,0.8333634,0.8333634,0.8333634
0.7163831,0.7163831,0.7163831,0.7163831
0.6372622,0.6372622,0.6372622,0.6372622
0.5101641,0.5101641,0.5101641,0.5101641
0.27587482,0.27587482,0.27587482,0.27587482
0.09540793,0.09540793,0.09540793,0.09540793
-0.017685978,-0.017685978,-0.017685978,-0.017685978
-0.26386115,-0.26386115,-0.26386115,-0.26386115
-0.5459253,-0.5459253,-0.5459253,-0.5459253
-0.585146,-0.585146,-0.585146,-0.585146
-0.5607376,-0.5607376,-0.5607376,-0.5607376
-0.7052191,-0.7052191,-0.7052191,-0.7052191
-0.8263007,-0.8263007,-0.8263007,-0.8263007
-0.7729643,-0.7729643,-0.7729643,-0.7729643
-0.6903479,-0.6903479,-0.6903479,-0.6903479
-0.7207694,-0.7207694,-0.7207694,-0.7207694
-0.8023791,-0.8023791,-0.8023791,-0.8023791
-0.7921583,-0.7921583,-0.7921583,-0.7921583
-0.6765247,-0.6765247,-0.6765247,-0.6765247
-0.56746054,-0.56746054,-0.56746054,-0.56746054
-0.47807217,-0.47807217,-0.47807217,-0.47807217
-0.30750036,-0.30750036,-0.30750036,-0.30750036
0.0054396186,0.0054396186,0.0054396186,0.0054396186
0.14320597,0.14320597,0.14320597,0.14320597
0.20332731,0.20332731,0.20332731,0.20332731
0.26378745,0.26378745,0.26378745,0.26378745
0.30001464,0.30001464,0.30001464,0.30001464
0.2322399,0.2322399,0.2322399,0.2322399
0.14889959,0.14889959,0.14889959,0.14889959
0.20926103,0.20926103,0.20926103,0.20926103
0.2800143,0.2800143,0.2800143,0.2800143
0.24775514,0.24775514,0.24775514,0.24775514
0.14362226,0.14362226,0.14362226,0.14362226
-0.0070223515,-0.0070223515,-0.0070223515,-0.0070223515
-0.3001039,-0.3001039,-0.3001039,-0.3001039
-0.51879245,-0.51879245,-0.51879245,-0.51879245
-0.51698816,-0.51698816,-0.51698816,-0.51698816
-0.42580247,-0.42580247,-0.42580247,-0.42580247
-0.5280418,-0.5280418,-0.5280418,-0.5280418
-0.71486956,-0.71486956,-0.71486956,-0.71486956
-0.7403429,-0.7403429,-0.7403429,-0.7403429
-0.6429089,-0.6429089,-0.6429089,-0.6429089
-0.61281604,-0.61281604,-0.61281604,-0.61281604
-0.6451858,-0.6451858,-0.6451858,-0.6451858
-0.5971249,-0.5971249,-0.5971249,-0.5971249
-0.5480602,-0.5480602,-0.5480602,-0.5480602
-0.588048,-0.588048,-0.588048,-0.588048
-0.5332828,-0.5332828,-0.5332828,-0.5332828
-0.14721055,-0.14721055,-0.14721055,-0.14721055
0.14040002,0.14040002,0.14040002,0.14040002
0.16223286,0.16223286,0.16223286,0.16223286
0.12778677,0.12778677,0.12778677,0.12778677
0.12204593,0.12204593,0.12204593,0.12204593
0.092275396,0.092275396,0.092275396,0.092275396
0.03310566,0.03310566,0.03310566,0.03310566
-0.06025832,-0.06025832,-0.06025832,-0.06025832
-0.14001246,-0.14001246,-0.14001246,-0.14001246
-0.14486513,-0.14486513,-0.14486513,-0.14486513
-0.17406803,-0.17406803,-0.17406803,-0.17406803
-0.32965472,-0.32965472,-0.32965472,-0.32965472
-0.4192108,-0.4192108,-0.4192108,-0.4192108
-0.2634625,-0.2634625,-0.2634625,-0.2634625
-0.12081446,-0.12081446,-0.12081446,-0.12081446
-0.12002738,-0.12002738,-0.12002738,-0.12002738
-0.08427095,-0.08427095,-0.08427095,-0.08427095
0.015178458,0.015178458,0.015178458,0.015178458
-0.054463282,-0.054463282,-0.054463282,-0.054463282
-0.21474062,-0.21474062,-0.21474062,-0.21474062
-0.070155084,-0.070155084,-0.070155084,-0.070155084
0.21523233,0.21523233,0.21523233,0.21523233
0.1942973,0.1942973,0.1942973,0.1942973
-0.050290402,-0.050290402,-0.050290402,-0.050290402
-0.17564902,-0.17564902,-0.17564902,-0.17564902
-0.1673897,-0.1673897,-0.1673897,-0.1673897
-0.2735086,-0.2735086,-0.2735086,-0.2735086
-0.41250032,-0.41250032,-0.41250032,-0.41250032
-0.52723116,-0.52723116,-0.52723116,-0.52723116
-0.53575075,-0.53575075,-0.53575075,-0.53575075
-0.4593781,-0.4593781,-0.4593781,-0.4593781
-0.30946887,-0.30946887,-0.30946887,-0.30946887
-0.15562902,-0.15562902,-0.15562902,-0.15562902
-0.022565879,-0.022565879,-0.022565879,-0.022565879
0.08876225,0.08876225,0.08876225,0.08876225
0.042872787,0.042872787,0.042872787,0.042872787
-0.02031298,-0.02031298,-0.02031298,-0.02031298
0.0009993846,0.0009993846,0.0009993846,0.0009993846
-0.13138011,-0.13138011,-0.13138011,-0.13138011
-0.54666406,-0.54666406,-0.54666406,-0.54666406
-0.7491624,-0.7491624,-0.7491624,-0.7491624
-0.5958592,-0.5958592,-0.5958592,-0.5958592
-0.43281695,-0.43281695,-0.43281695,-0.43281695
-0.4163493,-0.4163493,-0.4163493,-0.4163493
-0.17577685,-0.17577685,-0.17577685,-0.17577685
0.11394998,0.11394998,0.11394998,0.11394998
0.13740212,0.13740212,0.13740212,0.13740212
0.10013077,0.10013077,0.10013077,0.10013077
0.17348014,0.17348014,0.17348014,0.17348014
0.27407902,0.27407902,0.27407902,0.27407902
0.24269833,0.24269833,0.24269833,0.24269833
0.12940139,0.12940139,0.12940139,0.12940139
-0.08677335,-0.08677335,-0.08677335,-0.08677335
-0.3517698,-0.3517698,-0.3517698,-0.3517698
-0.42994976,-0.42994976,-0.42994976,-0.42994976
-0.5356472,-0.5356472,-0.5356472,-0.5356472
-0.6792912,-0.6792912,-0.6792912,-0.6792912
-0.6303347,-0.6303347,-0.6303347,-0.6303347
-0.34364757,-0.34364757,-0.34364757,-0.34364757
-0.12797064,-0.12797064,-0.12797064,-0.12797064
-0.20179057,-0.20179057,-0.20179057,-0.20179057
-0.06646142,-0.06646142,-0.06646142,-0.06646142
0.14207333,0.14207333,0.14207333,0.14207333
0.1501879,0.1501879,0.1501879,0.1501879
0.12137649,0.12137649,0.12137649,0.12137649
0.16214384,0.16214384,0.16214384,0.16214384
0.09813309,0.09813309,0.09813309,0.09813309
0.043646757,0.043646757,0.043646757,0.043646757
0.14047447,0.14047447,0.14047447,0.14047447
0.36680722,0.36680722,0.36680722,0.36680722
0.4399004,0.4399004,0.4399004,0.4399004
0.3938359,0.3938359,0.3938359,0.3938359
0.46472046,0.46472046,0.46472046,0.46472046
0.52371174,0.52371174,0.52371174,0.52371174
0.5067832,0.5067832,0.5067832,0.5067832
0.5198284,0.5198284,0.5198284,0.5198284
0.4644967,0.4644967,0.4644967,0.4644967
0.31816047,0.31816047,0.31816047,0.31816047
0.3463538,0.3463538,0.3463538,0.3463538
0.40977576,0.40977576,0.40977576,0.40977576
0.23169634,0.23169634,0.23169634,0.23169634
0.10651164,0.10651164,0.10651164,0.10651164
0.18208507,0.18208507,0.18208507,0.18208507
0.11674564,0.11674564,0.11674564,0.11674564
-0.06500891,-0.06500891,-0.06500891,-0.06500891
-0.068370186,-0.068370186,-0.068370186,-0.068370186
0.07122161,0.07122161,0.07122161,0.07122161
0.020594846,0.020594846,0.020594846,0.020594846
-0.060084473,-0.060084473,-0.060084473,-0.060084473
0.13289204,0.13289204,0.13289204,0.13289204
0.29159677,0.29159677,0.29159677,0.29159677
0.29801294,0.29801294,0.29801294,0.29801294
0.34196302,0.34196302,0.34196302,0.34196302
0.39699966,0.39699966,0.39699966,0.39699966
0.38738114,0.38738114,0.38738114,0.38738114
0.43598405,0.43598405,0.43598405,0.43598405
0.48946923,0.48946923,0.48946923,0.48946923
0.38266483,0.38266483,0.38266483,0.38266483
0.27533817,0.27533817,0.27533817,0.27533817
0.3249091,0.3249091,0.3249091,0.3249091
0.31591266,0.31591266,0.31591266,0.31591266
0.09946883,0.09946883,0.09946883,0.09946883
-0.20056242,-0.20056242,-0.20056242,-0.20056242
-0.25482994,-0.25482994,-0.25482994,-0.25482994
-0.2590938,-0.2590938,-0.2590938,-0.2590938
-0.40916166,-0.40916166,-0.40916166,-0.40916166
-0.52316284,-0.52316284,-0.52316284,-0.52316284
-0.42218047,-0.42218047,-0.42218047,-0.42218047
-0.14449301,-0.14449301,-0.14449301,-0.14449301
0.016771253,0.016771253,0.016771253,0.016771253
-0.058714855,-0.058714855,-0.058714855,-0.058714855
-0.10893788,-0.10893788,-0.10893788,-0.10893788
-0.20088999,-0.20088999,-0.20088999,-0.20088999
-0.25592282,-0.25592282,-0.25592282,-0.25592282
-0.17543231,-0.17543231,-0.17543231,-0.17543231
-0.08155414,-0.08155414,-0.08155414,-0.08155414
-0.2229095,-0.2229095,-0.2229095,-0.2229095
-0.37337214,-0.37337214,-0.37337214,-0.37337214
-0.1961653,-0.1961653,-0.1961653,-0.1961653
0.0786073,0.0786073,0.0786073,0.0786073
0.10220462,0.10220462,0.10220462,0.10220462
0.037372384,0.037372384,0.037372384,0.037372384
0.09556622,0.09556622,0.09556622,0.09556622
0.12451182,0.12451182,0.12451182,0.12451182
-0.056753486,-0.056753486,-0.056753486,-0.056753486
-0.18804546,-0.18804546,-0.18804546,-0.18804546
0.011455689,0.011455689,0.011455689,0.011455689
0.0056788996,0.0056788996,0.0056788996,0.0056788996
-0.16631393,-0.16631393,-0.16631393,-0.16631393
-0.06871422,-0.06871422,-0.06871422,-0.06871422
-0.08681359,-0.08681359,-0.08681359,-0.08681359
-0.3167378,-0.3167378,-0.3167378,-0.3167378
-0.2742301,-0.2742301,-0.2742301,-0.2742301
0.1283927,0.1283927,0.1283927,0.1283927
0.32461447,0.32461447,0.32461447,0.32461447
0.31520465,0.31520465,0.31520465,0.31520465
0.34613508,0.34613508,0.34613508,0.34613508
0.36027506,0.36027506,0.36027506,0.36027506
0.31829566,0.31829566,0.31829566,0.31829566
0.35284048,0.35284048,0.35284048,0.35284048
0.25153545,0.25153545,0.25153545,0.25153545
-0.03505517,-0.03505517,-0.03505517,-0.03505517
-0.19923304,-0.19923304,-0.19923304,-0.19923304
0.045444626,0.045444626,0.045444626,0.045444626
0.13621153,0.13621153,0.13621153,0.13621153
0.07027403,0.07027403,0.07027403,0.07027403
0.069819555,0.069819555,0.069819555,0.069819555
0.15038976,0.15038976,0.15038976,0.15038976
0.19956459,0.19956459,0.19956459,0.19956459
0.20351006,0.20351006,0.20351006,0.20351006
0.10583318,0.10583318,0.10583318,0.10583318
0.08072374,0.08072374,0.08072374,0.08072374
0.25420174,0.25420174,0.25420174,0.25420174
0.37457323,0.37457323,0.37457323,0.37457323
0.3038497,0.3038497,0.3038497,0.3038497
0.25449705,0.25449705,0.25449705,0.25449705
0.27265602,0.27265602,0.27265602,0.27265602
0.18588325,0.18588325,0.18588325,0.18588325
0.11358802,0.11358802,0.11358802,0.11358802
0.2320509,0.2320509,0.2320509,0.2320509
0.34033412,0.34033412,0.34033412,0.34033412
0.2577256,0.2577256,0.2577256,0.2577256
0.1941202,0.1941202,0.1941202,0.1941202
0.18450049,0.18450049,0.18450049,0.18450049
0.17216836,0.17216836,0.17216836,0.17216836
0.2535851,0.2535851,0.2535851,0.2535851
0.2835036,0.2835036,0.2835036,0.2835036
0.19852833,0.19852833,0.19852833,0.19852833
0.17418027,0.17418027,0.17418027,0.17418027
0.24523005,0.24523005,0.24523005,0.24523005
0.23859467,0.23859467,0.23859467,0.23859467
0.15065955,0.15065955,0.15065955,0.15065955
0.07822506,0.07822506,0.07822506,0.07822506
0.07073723,0.07073723,0.07073723,0.07073723
0.107753105,0.107753105,0.107753105,0.107753105
0.1679992,0.1679992,0.1679992,0.1679992
0.097408086,0.097408086,0.097408086,0.097408086
-0.07458523,-0.07458523,-0.07458523,-0.07458523
-0.1828276,-0.1828276,-0.1828276,-0.1828276
-0.085782446,-0.085782446,-0.085782446,-0.085782446
0.002584336,0.002584336,0.002584336,0.002584336
0.062360145,0.062360145,0.062360145,0.062360145
0.20981818,0.20981818,0.20981818,0.20981818
0.23553872,0.23553872,0.23553872,0.23553872
0.13523528,0.13523528,0.13523528,0.13523528
0.132038,0.132038,0.132038,0.132038
0.18545666,0.18545666,0.18545666,0.18545666
0.13330232,0.13330232,0.13330232,0.13330232
0.07632316,0.07632316,0.07632316,0.07632316
0.15741643,0.15741643,0.15741643,0.15741643
0.2958148,0.2958148,0.2958148,0.2958148
0.33804533,0.33804533,0.33804533,0.33804533
0.29240686,0.29240686,0.29240686,0.29240686
0.33852428,0.33852428,0.33852428,0.33852428
0.43070072,0.43070072,0.43070072,0.43070072
0.33744738,0.33744738,0.33744738,0.33744738
0.31948215,0.31948215,0.31948215,0.31948215
0.44933116,0.44933116,0.44933116,0.44933116
0.38888344,0.38888344,0.38888344,0.38888344
0.071713194,0.071713194,0.071713194,0.071713194
-0.14733137,-0.14733137,-0.14733137,-0.14733137
-0.34393165,-0.34393165,-0.34393165,-0.34393165
-0.62124616,-0.62124616,-0.62124616,-0.62124616
-0.9807356,-0.9807356,-0.9807356,-0.9807356
