channel_1,channel_2,channel_3,channel_4
-0.47807217,-0.48257658,-0.48694125,-0.4913105
-0.30750036,-0.3146337,-0.32162753,-0.32856575
0.0054396186,0.0014166777,-0.004271591,-0.010857488
0.14320597,0.1414529,0.1395561,0.13767764
0.20332731,0.20261039,0.20166205,0.20068717
0.26378745,0.26423228,0.26456815,0.2648065
0.30001464,0.30205402,0.30401748,0.3058929
0.2322399,0.23440044,0.23641749,0.23844884
0.14889959,0.14997527,0.15096423,0.15202679
0.20926103,0.2099238,0.21056227,0.2112042
0.2800143,0.28047153,0.2807998,0.28106883
0.24775514,0.24744283,0.24690749,0.24634464
0.14362226,0.14312503,0.14247324,0.14184457
-0.0070223515,-0.008670293,-0.010402696,-0.01204938
-0.3001039,-0.30316558,-0.30636862,-0.30947253
-0.51879245,-0.5211914,-0.52383226,-0.52640706
-0.51698816,-0.5179334,-0.51906973,-0.52019477
-0.42580247,-0.4271267,-0.42849013,-0.4299154
-0.5280418,-0.53024536,-0.53247434,-0.53481036
-0.71486956,-0.7157751,-0.7168159,-0.71797603
-0.7403429,-0.7395926,-0.73896146,-0.7384337
-0.6429089,-0.6410877,-0.63928485,-0.6375911
-0.61281604,-0.6105205,-0.6081782,-0.6059773
-0.6451858,-0.6432228,-0.6412909,-0.639476
-0.5971249,-0.5961136,-0.5953011,-0.5945386
-0.5480602,-0.5469707,-0.5461719,-0.5454082
-0.588048,-0.58585376,-0.5838259,-0.58183694
-0.5332828,-0.5314499,-0.5296453,-0.52781147
-0.14721055,-0.14673491,-0.14633723,-0.14585467
0.14040002,0.14052697,0.1404727,0.14043309
0.16223286,0.16238876,0.16234556,0.16231368
0.12778677,0.12768382,0.1274594,0.12727255
0.12204593,0.1222673,0.12246678,0.122655354
0.092275396,0.09294086,0.09375733,0.0945377
0.03310566,0.03386965,0.034908336,0.03596538
-0.06025832,-0.058276307,-0.056013454,-0.053693384
-0.14001246,-0.13738891,-0.13476202,-0.13215326
-0.14486513,-0.14155729,-0.1384035,-0.13523306
